source,scraped_at,url,sku,title,price,currency,original_price,discount_pct,category,price_source,page,position,description,asset_type,industry,monetization,monthly_profit,monthly_revenue,profit_multiple,revenue_multiple,age_text,country,status,sale_method,bid_count,broker_name,managed_by_flippa,sponsored,editors_choice,confidential,verified_listing,image_url
flippa.com,2026-09-19T14:40:54.654480+00:00,https://flippa.com/12857417,12857417,SaaS | Health and Beauty,436829.0,USD,927250.0,52.9,saas,state+dom,1,1,Profitable B2B SaaS for fitness coaches | €188k ARR run-rate | 94% gross margin | Growing +20% MoM | Proprietary algo & real MOATs| Multilingual EN/FR/ES,SaaS,Health and Beauty,Services & Subscriptions,13202.0,16671.0,2.8,2.2,3 years,France,open,classified,0,Broker name redacted for this sample,True,True,True,True,True,https://static.flippa.com/assets/search/placeholders/saas-ad80efb3.svg
flippa.com,2026-09-19T14:40:54.654826+00:00,https://flippa.com/13287671,13287671,SaaS | Business,3000000.0,USD,,,saas,state+dom,1,2,"Fast-growing B2B data and intelligence platform with more than $1M in revenue, $786k in profit, enterprise contracts, and no full-time employees.",SaaS,Business,Services & Subscriptions,82500.0,91667.0,3.0,2.7,1 year,"CO, United States",open,classified,0,Broker name redacted for this sample,False,True,True,True,True,https://static.flippa.com/assets/search/placeholders/saas-ad80efb3.svg
flippa.com,2026-09-19T14:40:54.654870+00:00,https://flippa.com/12223339,12223339,SaaS | Internet,170000.0,USD,300000.0,43.3,saas,state+dom,1,3,"Established SaaS business in Education with $63K ARR revenue, 70% profit margin, and a Domain Authority of 24. Ideal for growth-oriented buyers.",SaaS,Internet,Services & Subscriptions,5130.0,7411.0,2.8,1.9,4 years,India,open,classified,0,Broker name redacted for this sample,True,True,True,True,True,https://static.flippa.com/assets/search/placeholders/saas-ad80efb3.svg
flippa.com,2026-09-19T14:40:54.654898+00:00,https://flippa.com/12021962,12021962,spyderads.app,14881.0,USD,,,saas,state+dom,1,4,"E-commerce SaaS that finds winning products. 3k MRR, highly profitable, low churn, and 100% owner-independent.",SaaS,Business,Services & Subscriptions,1354.0,1447.0,0.9,0.9,2 years,United Arab Emirates,open,classified,0,Broker name redacted for this sample,True,True,False,False,True,https://static2.flippa.com/webp_8fa050e0-5f83-456a-90e2-f9e13c33c70b.webp
flippa.com,2026-09-19T14:40:54.654927+00:00,https://flippa.com/12211940,12211940,SaaS | Business,784000.0,USD,980000.0,20.0,saas,state+dom,1,5,"Highly profitable SaaS business in the Automated Trading Software industry, established in 2023 with strong revenues and a 90% profit margin.",SaaS,Business,Affiliate Sales,12913.0,13444.0,5.1,4.9,3 years,Thailand,open,classified,0,Broker name redacted for this sample,True,True,True,True,True,https://static.flippa.com/assets/search/placeholders/saas-ad80efb3.svg
flippa.com,2026-09-19T14:40:54.654954+00:00,https://flippa.com/11413188,11413188,SaaS | Business,249000.0,USD,449000.0,44.5,saas,state+dom,1,6,"Profitable SOP management SaaS with $108K annual revenue, 66% margins, $6K monthly profit, and large template marketplace ~ recurring revenue with growth upside",SaaS,Business,Affiliate Sales,4905.0,6721.0,4.2,3.1,7 years,"ID, United States",open,classified,0,,False,True,False,True,True,https://static.flippa.com/assets/search/placeholders/saas-ad80efb3.svg
flippa.com,2026-09-19T14:40:54.654978+00:00,https://flippa.com/12267709,12267709,SaaS | Education,396000.0,USD,,,saas,state+dom,1,7,"A global, highly automated digital education business with 82% profit margins, recurring revenue and a market-leading play-based language platform since 2014.",SaaS,Education,Services & Subscriptions,7573.0,9707.0,4.4,3.4,12 years,Australia,open,classified,0,Broker name redacted for this sample,True,True,False,True,True,https://static.flippa.com/assets/search/placeholders/saas-ad80efb3.svg
flippa.com,2026-09-19T14:40:54.655007+00:00,https://flippa.com/12034202,12034202,SaaS | Entertainment,400000.0,USD,,,saas,state+dom,1,8,"Highly profitable Astrology SaaS business in the Entertainment industry, boasting a 77% profit margin with established authority since 2023.",SaaS,Entertainment,Other,11719.0,16871.0,2.8,2.0,2 years,Hong Kong,open,classified,0,Broker name redacted for this sample,True,True,True,True,True,https://static.flippa.com/assets/search/placeholders/saas-ad80efb3.svg
